,Genome,Genus,Species,AA10,AA3,CBM13,CBM3,CBM32,CBM34,CBM4,CBM48,CBM5,CBM50,CBM63,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH108,GH113,GH12,GH13,GH148,GH153,GH154,GH16,GH171,GH18,GH19,GH2,GH20,GH23,GH24,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH38,GH4,GH42,GH43,GH5,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT11,GT111,GT14,GT19,GT2,GT20,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
56,GCF_016950125.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
57,GCF_000808435.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,3,1,1,4,0,1,0,1,0,1,1,3,0,6,0,1,0,2,1,1,2,0,1,1,2
58,GCF_016949315.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,9,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
59,GCF_003628655.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,1,2,1,0,1,3,0,1,0,0,0,0,0,1,0,7,3,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,11,0,1,1,1,1,0,2,5,0,1,3,1,1,0,1,0,1,0,4,0,5,0,0,0,2,1,1,1,0,1,1,2
60,GCF_000406105.1,Dickeya,chrysanthemi,0,0,0,0,1,0,0,2,1,4,1,0,1,1,1,0,1,2,1,2,3,1,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,7,1,0,3,4,0,1,2,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,9,0,0,1,1,1,0,2,11,2,1,3,0,1,0,0,1,1,1,4,2,6,0,0,0,1,1,1,2,0,1,2,3
61,GCF_003628695.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,5,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,12,0,0,1,1,1,0,2,8,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
62,GCF_004296685.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,9,0,0,1,1,1,0,2,3,0,1,3,0,1,0,0,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
63,GCF_016949135.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
64,GCF_013449535.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,4,1,0,1,1,2,0,1,2,1,0,8,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,8,2,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,1,2,3,1,1,2,0,1,0,2,1,1,0,3,0,6,0,0,0,2,1,0,2,0,1,1,2
65,GCF_018219365.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,2,1,2,1,0,1,3,0,0,0,0,0,0,0,1,0,9,3,0,4,2,0,1,2,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,1,7,0,0,1,1,1,0,2,6,1,1,3,0,1,0,2,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
66,GCF_009931575.1,Pectobacterium,polaris,0,1,1,1,1,0,0,2,0,5,0,0,1,1,0,0,1,1,1,0,6,1,1,1,2,0,0,0,3,0,0,0,0,0,1,0,1,0,11,1,0,4,1,0,1,1,1,1,0,1,1,2,1,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,2,1,1,0,4,0,5,0,1,0,2,1,0,1,0,1,1,2
67,GCF_013449375.1,Pectobacterium,sp013449375,0,1,1,1,1,0,0,2,0,4,1,0,1,1,2,0,1,2,1,0,10,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,5,1,0,4,3,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,1,2,2,0,1,3,0,1,0,1,1,1,0,2,0,5,0,0,0,2,1,0,2,0,1,1,2
68,GCF_013449395.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,9,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,9,0,0,1,1,1,1,2,3,0,1,3,0,1,0,2,1,1,1,3,0,6,0,1,0,2,1,1,2,0,1,1,2
69,GCF_003992745.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,8,2,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,11,0,0,1,1,1,0,2,7,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
70,GCF_018361125.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
71,GCF_000400795.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,4,1,0,1,1,1,0,1,2,0,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,4,0,1,4,3,1,1,1,1,1,0,0,1,1,1,2,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,2
72,GCF_003628575.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,6,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,11,0,0,1,1,1,0,2,7,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
73,GCF_000738115.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,2,0,4,2,1,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,4,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
74,GCF_002904055.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,6,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,6,3,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,12,0,0,1,1,1,0,2,7,0,1,3,0,1,0,2,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
75,GCF_016949735.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,1,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
76,GCF_001401695.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
77,GCF_004137795.1,Pectobacterium,zantedeschiae,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,2,2,1,0,9,1,1,0,2,0,0,1,3,0,1,0,0,0,0,1,1,0,7,2,0,5,4,0,1,1,1,0,0,2,1,2,1,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,13,0,0,1,1,1,0,2,2,0,1,4,0,1,0,4,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
78,GCF_003600995.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
79,GCF_013449415.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,7,0,0,1,1,1,0,2,2,1,1,3,0,1,0,1,1,1,1,3,0,6,0,1,0,2,1,1,2,0,1,1,2
80,GCF_000400565.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,0,0,1,1,1,0,1,2,0,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,2,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,2
81,GCF_001417915.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
82,GCF_000025065.1,Dickeya,zeae,0,0,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,4,1,2,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,2,1,0,1,0,0,1,1,2,0,0,0,0,1,12,0,0,1,1,1,0,2,16,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,1,1,0,2,0,1,1,3
83,GCF_016404885.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
84,GCF_016944255.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,11,0,1,1,1,1,0,2,6,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
85,GCF_016949255.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,9,1,2,1,2,0,0,1,3,0,0,0,0,0,0,1,1,0,8,2,0,3,2,1,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,0,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
86,GCF_000406205.1,Dickeya,fangzhongdai,0,1,2,0,1,0,1,2,1,5,1,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,1,0,0,0,0,0,2,1,0,6,2,1,5,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,15,0,0,1,1,1,0,2,6,1,1,3,0,1,0,3,1,1,0,4,0,8,1,0,0,1,1,1,2,0,1,1,3
87,GCF_018361085.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
88,GCF_002906735.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
89,GCF_002904005.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,6,1,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,8,2,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,8,0,0,1,1,1,1,2,5,1,1,3,0,1,0,1,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
90,GCF_016949995.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
91,GCF_000808355.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,0,1,1,1,1,1,2,3,0,1,3,0,1,0,1,1,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
92,GCF_018628895.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,2,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
93,GCF_017656535.1,Dickeya,fangzhongdai,0,1,2,0,1,0,1,2,1,5,1,1,1,1,1,0,1,2,1,0,4,1,2,1,2,0,0,0,2,1,0,0,0,0,0,3,1,0,4,2,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,12,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,2,0,1,1,3
94,GCF_900095885.1,Dickeya,aquatica,0,0,0,0,1,0,0,1,1,5,1,0,1,1,1,0,1,1,2,0,4,1,1,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,2,3,0,1,1,1,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,1,7,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,0,1,1,5,0,5,1,0,0,1,1,1,2,0,1,2,3
95,GCF_002924265.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,3,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
96,GCF_000260925.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,1,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,1,0,1,0,11,0,0,3,3,0,1,1,1,1,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,12,0,1,1,1,1,1,2,7,0,1,4,1,1,0,2,0,1,0,2,0,5,0,0,0,2,1,1,1,0,1,1,2
97,GCF_016950185.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,9,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,0,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,0,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
98,GCF_002706485.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,1,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,2,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
99,GCF_003725615.1,Dickeya,undicola,0,1,0,0,0,0,0,2,1,5,1,1,1,1,1,0,1,2,1,0,6,1,1,3,2,0,0,0,2,0,0,0,0,0,0,2,1,0,6,2,0,3,3,0,1,1,2,1,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,11,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,0,2,0,1,1,3
100,GCF_003382595.2,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,1,1,0,9,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,7,3,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,5,0,0,1,1,1,0,2,4,1,1,3,0,1,0,1,0,0,1,3,0,4,0,0,0,2,1,1,1,0,1,1,2
101,GCF_003725575.1,Dickeya,undicola,0,1,0,0,1,0,0,2,1,5,1,1,1,1,1,0,1,2,1,0,5,1,1,2,2,0,0,0,2,0,0,0,0,0,0,2,1,0,4,0,0,3,3,0,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,0,2,0,1,1,3
102,GCF_013449475.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,4,1,0,1,1,2,0,1,2,1,0,9,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,3,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,11,0,1,1,1,1,1,2,4,0,1,3,0,1,0,2,1,1,0,3,0,6,0,0,0,2,1,0,2,0,1,1,2
103,GCF_016950195.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,3,1,1,3,0,1,0,2,1,1,0,3,0,6,0,1,0,2,1,1,2,0,1,1,2
104,GCF_016949795.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,9,2,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
105,GCF_016950275.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,7,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,11,0,0,1,1,1,0,2,8,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
106,GCF_000757625.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,6,1,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,11,0,0,1,1,1,0,2,7,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
107,GCF_000511285.2,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
108,GCF_002904125.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,6,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,1,0,1,4,0,0,0,0,0,0,0,1,0,7,2,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,10,0,0,1,1,1,1,2,5,1,1,3,0,1,0,2,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
109,GCF_016949375.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
110,GCF_013334125.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
111,GCF_001644705.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
112,GCF_002804265.1,Pectobacterium,atrosepticum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,9,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,1,0,9,0,0,4,3,0,1,1,1,1,0,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,10,0,1,1,1,1,1,2,6,1,1,5,0,1,0,2,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
113,GCF_016949595.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
